data;

set H := 3 7 8 10 11 12 13 14 15 20 21 22 23 24 25 26 27 28 29 30;

set Hbar := 0 3 7 8 10 11 12 13 14 15 20 21 22 23 24 25 26 27 28 29 30;

set I := 6 7 8 9 10;

set A := 
  (10,26)
  (10,24)
  (10,27)
  (10,3)
  (10,15)
  (10,11)
  (10,13)
  (10,8)
  (10,7)
  (10,29)
  (10,20)
  (10,30)
  (10,12)
  (10,14)
  (10,25)
  (10,22)
  (10,28)
  (10,21)
  (10,23)
  (10,0)
  (26,10)
  (26,24)
  (26,27)
  (26,3)
  (26,15)
  (26,11)
  (26,13)
  (26,8)
  (26,7)
  (26,29)
  (26,20)
  (26,30)
  (26,12)
  (26,14)
  (26,25)
  (26,22)
  (26,28)
  (26,21)
  (26,23)
  (26,0)
  (24,10)
  (24,26)
  (24,27)
  (24,3)
  (24,15)
  (24,11)
  (24,13)
  (24,8)
  (24,7)
  (24,29)
  (24,20)
  (24,30)
  (24,12)
  (24,14)
  (24,25)
  (24,22)
  (24,28)
  (24,21)
  (24,23)
  (24,0)
  (27,10)
  (27,26)
  (27,24)
  (27,3)
  (27,15)
  (27,11)
  (27,13)
  (27,8)
  (27,7)
  (27,29)
  (27,20)
  (27,30)
  (27,12)
  (27,14)
  (27,25)
  (27,22)
  (27,28)
  (27,21)
  (27,23)
  (27,0)
  (3,10)
  (3,26)
  (3,24)
  (3,27)
  (3,15)
  (3,11)
  (3,13)
  (3,8)
  (3,7)
  (3,29)
  (3,20)
  (3,30)
  (3,12)
  (3,14)
  (3,25)
  (3,22)
  (3,28)
  (3,21)
  (3,23)
  (3,0)
  (15,10)
  (15,26)
  (15,24)
  (15,27)
  (15,3)
  (15,11)
  (15,13)
  (15,8)
  (15,7)
  (15,29)
  (15,20)
  (15,30)
  (15,12)
  (15,14)
  (15,25)
  (15,22)
  (15,28)
  (15,21)
  (15,23)
  (15,0)
  (11,10)
  (11,26)
  (11,24)
  (11,27)
  (11,3)
  (11,15)
  (11,13)
  (11,8)
  (11,7)
  (11,29)
  (11,20)
  (11,30)
  (11,12)
  (11,14)
  (11,25)
  (11,22)
  (11,28)
  (11,21)
  (11,23)
  (11,0)
  (13,10)
  (13,26)
  (13,24)
  (13,27)
  (13,3)
  (13,15)
  (13,11)
  (13,8)
  (13,7)
  (13,29)
  (13,20)
  (13,30)
  (13,12)
  (13,14)
  (13,25)
  (13,22)
  (13,28)
  (13,21)
  (13,23)
  (13,0)
  (8,10)
  (8,26)
  (8,24)
  (8,27)
  (8,3)
  (8,15)
  (8,11)
  (8,13)
  (8,7)
  (8,29)
  (8,20)
  (8,30)
  (8,12)
  (8,14)
  (8,25)
  (8,22)
  (8,28)
  (8,21)
  (8,23)
  (8,0)
  (7,10)
  (7,26)
  (7,24)
  (7,27)
  (7,3)
  (7,15)
  (7,11)
  (7,13)
  (7,8)
  (7,29)
  (7,20)
  (7,30)
  (7,12)
  (7,14)
  (7,25)
  (7,22)
  (7,28)
  (7,21)
  (7,23)
  (7,0)
  (29,10)
  (29,26)
  (29,24)
  (29,27)
  (29,3)
  (29,15)
  (29,11)
  (29,13)
  (29,8)
  (29,7)
  (29,20)
  (29,30)
  (29,12)
  (29,14)
  (29,25)
  (29,22)
  (29,28)
  (29,21)
  (29,23)
  (29,0)
  (20,10)
  (20,26)
  (20,24)
  (20,27)
  (20,3)
  (20,15)
  (20,11)
  (20,13)
  (20,8)
  (20,7)
  (20,29)
  (20,30)
  (20,12)
  (20,14)
  (20,25)
  (20,22)
  (20,28)
  (20,21)
  (20,23)
  (20,0)
  (30,10)
  (30,26)
  (30,24)
  (30,27)
  (30,3)
  (30,15)
  (30,11)
  (30,13)
  (30,8)
  (30,7)
  (30,29)
  (30,20)
  (30,12)
  (30,14)
  (30,25)
  (30,22)
  (30,28)
  (30,21)
  (30,23)
  (30,0)
  (12,10)
  (12,26)
  (12,24)
  (12,27)
  (12,3)
  (12,15)
  (12,11)
  (12,13)
  (12,8)
  (12,7)
  (12,29)
  (12,20)
  (12,30)
  (12,14)
  (12,25)
  (12,22)
  (12,28)
  (12,21)
  (12,23)
  (12,0)
  (14,10)
  (14,26)
  (14,24)
  (14,27)
  (14,3)
  (14,15)
  (14,11)
  (14,13)
  (14,8)
  (14,7)
  (14,29)
  (14,20)
  (14,30)
  (14,12)
  (14,25)
  (14,22)
  (14,28)
  (14,21)
  (14,23)
  (14,0)
  (25,10)
  (25,26)
  (25,24)
  (25,27)
  (25,3)
  (25,15)
  (25,11)
  (25,13)
  (25,8)
  (25,7)
  (25,29)
  (25,20)
  (25,30)
  (25,12)
  (25,14)
  (25,22)
  (25,28)
  (25,21)
  (25,23)
  (25,0)
  (22,10)
  (22,26)
  (22,24)
  (22,27)
  (22,3)
  (22,15)
  (22,11)
  (22,13)
  (22,8)
  (22,7)
  (22,29)
  (22,20)
  (22,30)
  (22,12)
  (22,14)
  (22,25)
  (22,28)
  (22,21)
  (22,23)
  (22,0)
  (28,10)
  (28,26)
  (28,24)
  (28,27)
  (28,3)
  (28,15)
  (28,11)
  (28,13)
  (28,8)
  (28,7)
  (28,29)
  (28,20)
  (28,30)
  (28,12)
  (28,14)
  (28,25)
  (28,22)
  (28,21)
  (28,23)
  (28,0)
  (21,10)
  (21,26)
  (21,24)
  (21,27)
  (21,3)
  (21,15)
  (21,11)
  (21,13)
  (21,8)
  (21,7)
  (21,29)
  (21,20)
  (21,30)
  (21,12)
  (21,14)
  (21,25)
  (21,22)
  (21,28)
  (21,23)
  (21,0)
  (23,10)
  (23,26)
  (23,24)
  (23,27)
  (23,3)
  (23,15)
  (23,11)
  (23,13)
  (23,8)
  (23,7)
  (23,29)
  (23,20)
  (23,30)
  (23,12)
  (23,14)
  (23,25)
  (23,22)
  (23,28)
  (23,21)
  (23,0)
;

param rho := 5;
param alpha := 0;
param M := 151;

param pk := 
  [6] 2.0
  [7] 1.5
  [8] 1.5
  [9] 1.0
  [10] 1.0
;

param Si := 
  [3] 747
  [7] 426
  [8] 831
  [10] 234
  [11] 864
  [12] 680
  [13] 806
  [14] 911
  [15] 412
  [20] 610
  [21] 673
  [22] 306
  [23] 858
  [24] 896
  [25] 150
  [26] 764
  [27] 431
  [28] 924
  [29] 893
  [30] 589
;

param Delta := 
  [3] 1269.9
  [7] 852.0
  [8] 1412.7
  [10] 468.0
  [11] 1468.8
  [12] 1156.0
  [13] 1370.2
  [14] 1275.4
  [15] 824.0
  [20] 1220.0
  [21] 1144.1
  [22] 612.0
  [23] 1458.6
  [24] 1254.4
  [25] 300.0
  [26] 1298.8
  [27] 862.0
  [28] 1293.6
  [29] 1518.1
  [30] 1178.0
;

param cij := 
  [10,26] 914
  [10,24] 958
  [10,27] 440
  [10,3] 613
  [10,15] 509
  [10,11] 730
  [10,13] 810
  [10,8] 630
  [10,7] 385
  [10,29] 731
  [10,20] 820
  [10,30] 677
  [10,12] 623
  [10,14] 1000
  [10,25] 308
  [10,22] 423
  [10,28] 1137
  [10,21] 856
  [10,23] 1015
  [10,0] 234
  [26,10] 914
  [26,24] 1596
