data;

set H := 2 4 6 7 8 11 19 20 21 22 23 24 25 27 29;

set Hbar := 0 2 4 6 7 8 11 19 20 21 22 23 24 25 27 29;

set I := 6 7 8 9 10;

set A := 
  (22,29)
  (22,11)
  (22,4)
  (22,6)
  (22,8)
  (22,7)
  (22,23)
  (22,21)
  (22,20)
  (22,27)
  (22,2)
  (22,25)
  (22,19)
  (22,24)
  (22,0)
  (29,22)
  (29,11)
  (29,4)
  (29,6)
  (29,8)
  (29,7)
  (29,23)
  (29,21)
  (29,20)
  (29,27)
  (29,2)
  (29,25)
  (29,19)
  (29,24)
  (29,0)
  (11,22)
  (11,29)
  (11,4)
  (11,6)
  (11,8)
  (11,7)
  (11,23)
  (11,21)
  (11,20)
  (11,27)
  (11,2)
  (11,25)
  (11,19)
  (11,24)
  (11,0)
  (4,22)
  (4,29)
  (4,11)
  (4,6)
  (4,8)
  (4,7)
  (4,23)
  (4,21)
  (4,20)
  (4,27)
  (4,2)
  (4,25)
  (4,19)
  (4,24)
  (4,0)
  (6,22)
  (6,29)
  (6,11)
  (6,4)
  (6,8)
  (6,7)
  (6,23)
  (6,21)
  (6,20)
  (6,27)
  (6,2)
  (6,25)
  (6,19)
  (6,24)
  (6,0)
  (8,22)
  (8,29)
  (8,11)
  (8,4)
  (8,6)
  (8,7)
  (8,23)
  (8,21)
  (8,20)
  (8,27)
  (8,2)
  (8,25)
  (8,19)
  (8,24)
  (8,0)
  (7,22)
  (7,29)
  (7,11)
  (7,4)
  (7,6)
  (7,8)
  (7,23)
  (7,21)
  (7,20)
  (7,27)
  (7,2)
  (7,25)
  (7,19)
  (7,24)
  (7,0)
  (23,22)
  (23,29)
  (23,11)
  (23,4)
  (23,6)
  (23,8)
  (23,7)
  (23,21)
  (23,20)
  (23,27)
  (23,2)
  (23,25)
  (23,19)
  (23,24)
  (23,0)
  (21,22)
  (21,29)
  (21,11)
  (21,4)
  (21,6)
  (21,8)
  (21,7)
  (21,23)
  (21,20)
  (21,27)
  (21,2)
  (21,25)
  (21,19)
  (21,24)
  (21,0)
  (20,22)
  (20,29)
  (20,11)
  (20,4)
  (20,6)
  (20,8)
  (20,7)
  (20,23)
  (20,21)
  (20,27)
  (20,2)
  (20,25)
  (20,19)
  (20,24)
  (20,0)
  (27,22)
  (27,29)
  (27,11)
  (27,4)
  (27,6)
  (27,8)
  (27,7)
  (27,23)
  (27,21)
  (27,20)
  (27,2)
  (27,25)
  (27,19)
  (27,24)
  (27,0)
  (2,22)
  (2,29)
  (2,11)
  (2,4)
  (2,6)
  (2,8)
  (2,7)
  (2,23)
  (2,21)
  (2,20)
  (2,27)
  (2,25)
  (2,19)
  (2,24)
  (2,0)
  (25,22)
  (25,29)
  (25,11)
  (25,4)
  (25,6)
  (25,8)
  (25,7)
  (25,23)
  (25,21)
  (25,20)
  (25,27)
  (25,2)
  (25,19)
  (25,24)
  (25,0)
  (19,22)
  (19,29)
  (19,11)
  (19,4)
  (19,6)
  (19,8)
  (19,7)
  (19,23)
  (19,21)
  (19,20)
  (19,27)
  (19,2)
  (19,25)
  (19,24)
  (19,0)
  (24,22)
  (24,29)
  (24,11)
  (24,4)
  (24,6)
  (24,8)
  (24,7)
  (24,23)
  (24,21)
  (24,20)
  (24,27)
  (24,2)
  (24,25)
  (24,19)
  (24,0)
;

param rho := 5;
param alpha := 0;
param M := 106;

param pk := 
  [6] 2.0
  [7] 1.5
  [8] 1.5
  [9] 1.0
  [10] 1.0
;

param Si := 
  [2] 849
  [4] 816
  [6] 478
  [7] 426
  [8] 831
  [11] 864
  [19] 185
  [20] 610
  [21] 673
  [22] 306
  [23] 858
  [24] 896
  [25] 150
  [27] 431
  [29] 893
;

param Delta := 
  [2] 1443.3
  [4] 1387.2
  [6] 956.0
  [7] 852.0
  [8] 1412.7
  [11] 1468.8
  [19] 370.0
  [20] 1220.0
  [21] 1346.0
  [22] 612.0
  [23] 1458.6
  [24] 1523.2
  [25] 300.0
  [27] 862.0
  [29] 1518.1
;

param cij := 
  [22,29] 1169
  [22,11] 1165
  [22,4] 738
  [22,6] 523
  [22,8] 1007
  [22,7] 234
  [22,23] 607
  [22,21] 500
  [22,20] 549
  [22,27] 804
  [22,2] 588
  [22,25] 234
  [22,19] 432
  [22,24] 568
  [22,0] 306
  [29,22] 1169
  [29,11] 246
  [29,4] 961
  [29,6] 759
  [29,8] 368
  [29,7] 1079
  [29,23] 1765
  [29,21] 1580
  [29,20] 1491
  [29,27] 604
  [29,2] 1375
  [29,25] 1010
  [29,19] 1043
  [29,24] 1667
  [29,0] 893
  [11,22] 1165
  [11,29] 246
  [11,4] 1114
  [11,6] 816
  [11,8] 541
  [11,7] 1117
  [11,23] 1734
  [11,21] 1521
  [11,20] 1409
  [11,27] 454
  [11,2] 1470
  [11,25] 975
  [11,19] 961
  [11,24] 1700
  [11,0] 864
  [4,22] 738
  [4,29] 961
  [4,11] 1114
  [4,6] 360
  [4,8] 629
  [4,7] 512
  [4,23] 1223
  [4,21] 1224
  [4,20] 1285
  [4,27] 1041
  [4,2] 497
  [4,25] 832
  [4,19] 1013
  [4,24] 965
  [4,0] 816
  [6,22] 523
  [6,29] 759
  [6,11] 816
  [6,4] 360
  [6,8] 498
  [6,7] 375
  [6,23] 1101
  [6,21] 1015
  [6,20] 1020
  [6,27] 694
  [6,2] 636
  [6,25] 518
  [6,19] 672
  [6,24] 941
  [6,0] 478
  [8,22] 1007
  [8,29] 368
  [8,11] 541
  [8,4] 629
  [8,6] 498
  [8,7] 856
  [8,23] 1600
  [8,21] 1476
  [8,20] 1448
  [8,27] 723
  [8,2] 1084
  [8,25] 914
  [8,19] 1017
  [8,24] 1455
  [8,0] 831
  [7,22] 234
  [7,29] 1079
  [7,11] 1117
  [7,4] 512
  [7,6] 375
  [7,8] 856
  [7,23] 751
  [7,21] 721
  [7,20] 781
  [7,27] 844
  [7,2] 405
  [7,25] 371
  [7,19] 590
  [7,24] 585
  [7,0] 426
  [23,22] 607
  [23,29] 1765
  [23,11] 1734
  [23,4] 1223
  [23,6] 1101
  [23,8] 1600
  [23,7] 751
  [23,21] 328
  [23,20] 535
  [23,27] 1317
  [23,2] 829
  [23,25] 752
  [23,19] 839
  [23,24] 368
  [23,0] 858
  [21,22] 500
  [21,29] 1580
  [21,11] 1521
  [21,4] 1224
