data;

set H := 1 4 5 6 7 8 9 10 12 13 14 15 20 22 23 25 26 27 28 29;

set Hbar := 0 1 4 5 6 7 8 9 10 12 13 14 15 20 22 23 25 26 27 28 29;

set I := 6 7 8 9 10;

set A := 
  (27,13)
  (27,5)
  (27,7)
  (27,23)
  (27,25)
  (27,26)
  (27,15)
  (27,22)
  (27,20)
  (27,28)
  (27,8)
  (27,6)
  (27,10)
  (27,4)
  (27,14)
  (27,9)
  (27,12)
  (27,1)
  (27,29)
  (27,0)
  (13,27)
  (13,5)
  (13,7)
  (13,23)
  (13,25)
  (13,26)
  (13,15)
  (13,22)
  (13,20)
  (13,28)
  (13,8)
  (13,6)
  (13,10)
  (13,4)
  (13,14)
  (13,9)
  (13,12)
  (13,1)
  (13,29)
  (13,0)
  (5,27)
  (5,13)
  (5,7)
  (5,23)
  (5,25)
  (5,26)
  (5,15)
  (5,22)
  (5,20)
  (5,28)
  (5,8)
  (5,6)
  (5,10)
  (5,4)
  (5,14)
  (5,9)
  (5,12)
  (5,1)
  (5,29)
  (5,0)
  (7,27)
  (7,13)
  (7,5)
  (7,23)
  (7,25)
  (7,26)
  (7,15)
  (7,22)
  (7,20)
  (7,28)
  (7,8)
  (7,6)
  (7,10)
  (7,4)
  (7,14)
  (7,9)
  (7,12)
  (7,1)
  (7,29)
  (7,0)
  (23,27)
  (23,13)
  (23,5)
  (23,7)
  (23,25)
  (23,26)
  (23,15)
  (23,22)
  (23,20)
  (23,28)
  (23,8)
  (23,6)
  (23,10)
  (23,4)
  (23,14)
  (23,9)
  (23,12)
  (23,1)
  (23,29)
  (23,0)
  (25,27)
  (25,13)
  (25,5)
  (25,7)
  (25,23)
  (25,26)
  (25,15)
  (25,22)
  (25,20)
  (25,28)
  (25,8)
  (25,6)
  (25,10)
  (25,4)
  (25,14)
  (25,9)
  (25,12)
  (25,1)
  (25,29)
  (25,0)
  (26,27)
  (26,13)
  (26,5)
  (26,7)
  (26,23)
  (26,25)
  (26,15)
  (26,22)
  (26,20)
  (26,28)
  (26,8)
  (26,6)
  (26,10)
  (26,4)
  (26,14)
  (26,9)
  (26,12)
  (26,1)
  (26,29)
  (26,0)
  (15,27)
  (15,13)
  (15,5)
  (15,7)
  (15,23)
  (15,25)
  (15,26)
  (15,22)
  (15,20)
  (15,28)
  (15,8)
  (15,6)
  (15,10)
  (15,4)
  (15,14)
  (15,9)
  (15,12)
  (15,1)
  (15,29)
  (15,0)
  (22,27)
  (22,13)
  (22,5)
  (22,7)
  (22,23)
  (22,25)
  (22,26)
  (22,15)
  (22,20)
  (22,28)
  (22,8)
  (22,6)
  (22,10)
  (22,4)
  (22,14)
  (22,9)
  (22,12)
  (22,1)
  (22,29)
  (22,0)
  (20,27)
  (20,13)
  (20,5)
  (20,7)
  (20,23)
  (20,25)
  (20,26)
  (20,15)
  (20,22)
  (20,28)
  (20,8)
  (20,6)
  (20,10)
  (20,4)
  (20,14)
  (20,9)
  (20,12)
  (20,1)
  (20,29)
  (20,0)
  (28,27)
  (28,13)
  (28,5)
  (28,7)
  (28,23)
  (28,25)
  (28,26)
  (28,15)
  (28,22)
  (28,20)
  (28,8)
  (28,6)
  (28,10)
  (28,4)
  (28,14)
  (28,9)
  (28,12)
  (28,1)
  (28,29)
  (28,0)
  (8,27)
  (8,13)
  (8,5)
  (8,7)
  (8,23)
  (8,25)
  (8,26)
  (8,15)
  (8,22)
  (8,20)
  (8,28)
  (8,6)
  (8,10)
  (8,4)
  (8,14)
  (8,9)
  (8,12)
  (8,1)
  (8,29)
  (8,0)
  (6,27)
  (6,13)
  (6,5)
  (6,7)
  (6,23)
  (6,25)
  (6,26)
  (6,15)
  (6,22)
  (6,20)
  (6,28)
  (6,8)
  (6,10)
  (6,4)
  (6,14)
  (6,9)
  (6,12)
  (6,1)
  (6,29)
  (6,0)
  (10,27)
  (10,13)
  (10,5)
  (10,7)
  (10,23)
  (10,25)
  (10,26)
  (10,15)
  (10,22)
  (10,20)
  (10,28)
  (10,8)
  (10,6)
  (10,4)
  (10,14)
  (10,9)
  (10,12)
  (10,1)
  (10,29)
  (10,0)
  (4,27)
  (4,13)
  (4,5)
  (4,7)
  (4,23)
  (4,25)
  (4,26)
  (4,15)
  (4,22)
  (4,20)
  (4,28)
  (4,8)
  (4,6)
  (4,10)
  (4,14)
  (4,9)
  (4,12)
  (4,1)
  (4,29)
  (4,0)
  (14,27)
  (14,13)
  (14,5)
  (14,7)
  (14,23)
  (14,25)
  (14,26)
  (14,15)
  (14,22)
  (14,20)
  (14,28)
  (14,8)
  (14,6)
  (14,10)
  (14,4)
  (14,9)
  (14,12)
  (14,1)
  (14,29)
  (14,0)
  (9,27)
  (9,13)
  (9,5)
  (9,7)
  (9,23)
  (9,25)
  (9,26)
  (9,15)
  (9,22)
  (9,20)
  (9,28)
  (9,8)
  (9,6)
  (9,10)
  (9,4)
  (9,14)
  (9,12)
  (9,1)
  (9,29)
  (9,0)
  (12,27)
  (12,13)
  (12,5)
  (12,7)
  (12,23)
  (12,25)
  (12,26)
  (12,15)
  (12,22)
  (12,20)
  (12,28)
  (12,8)
  (12,6)
  (12,10)
  (12,4)
  (12,14)
  (12,9)
  (12,1)
  (12,29)
  (12,0)
  (1,27)
  (1,13)
  (1,5)
  (1,7)
  (1,23)
  (1,25)
  (1,26)
  (1,15)
  (1,22)
  (1,20)
  (1,28)
  (1,8)
  (1,6)
  (1,10)
  (1,4)
  (1,14)
  (1,9)
  (1,12)
  (1,29)
  (1,0)
  (29,27)
  (29,13)
  (29,5)
  (29,7)
  (29,23)
  (29,25)
  (29,26)
  (29,15)
  (29,22)
  (29,20)
  (29,28)
  (29,8)
  (29,6)
  (29,10)
  (29,4)
  (29,14)
  (29,9)
  (29,12)
  (29,1)
  (29,0)
;

param rho := 5;
param alpha := 0;
param M := 147;

param pk := 
  [6] 2.0
